Entropy,ReactionTime,DirichletParams
0.3955421280717019,291.7157461157899,"[1, 1]"
0.6931471770111215,380.1235693720695,"[1, 1]"
0.13087171854279692,298.5913985567891,"[1, 1]"
0.03617424838763279,243.79787371579033,"[1, 1]"
0.36264666605373524,231.22611526743717,"[1, 1]"
0.6325989722338676,271.60335815656725,"[1, 1]"
0.6632589271234365,248.84728305179428,"[1, 1]"
0.6835749141388604,318.2486037505928,"[1, 1]"
0.59635677876815,292.8299270496187,"[1, 1]"
0.19948125285106075,158.68477861698625,"[1, 1]"
0.45043528569776936,237.53335835872517,"[1, 1]"
0.637500378892135,281.0403693441564,"[1, 1]"
0.4395890072135803,307.0655966871965,"[1, 1]"
0.6391878962553516,234.83600193975164,"[1, 1]"
0.5076481302050031,313.070548530521,"[1, 1]"
0.6092703909152009,299.9589726967787,"[1, 1]"
0.3364264119710758,176.53786227729,"[1, 1]"
0.5004464307764344,239.0747541967297,"[1, 1]"
0.6078948491614377,307.3884258439554,"[1, 1]"
0.08839184487907048,194.00466271104474,"[1, 1]"
0.3868406466057799,309.5760731156645,"[1, 1]"
0.19722719808328357,276.14808566830243,"[1, 1]"
0.5233149837512253,295.060419132862,"[1, 1]"
0.4058164739581817,309.6497274498452,"[1, 1]"
0.6927773558536816,344.5428944977621,"[1, 1]"
0.5350289090498537,348.0663377860192,"[1, 1]"
0.30836080304746033,264.32390073253976,"[1, 1]"
0.6237917342702469,370.4705884638355,"[1, 1]"
0.6832914801623386,306.84607543625935,"[1, 1]"
0.6455222474837014,281.8779695992618,"[1, 1]"
0.3411995095290209,325.07462866642896,"[1, 1]"
0.5460296776696548,255.99094073676585,"[1, 1]"
0.6406580181616166,341.86880860934616,"[1, 1]"
0.35184357462310195,269.2140916764495,"[1, 1]"
0.5708048974446429,250.5180799228288,"[1, 1]"
0.6246775023523035,277.31851802295716,"[1, 1]"
0.6904956584382073,303.8300215978541,"[1, 1]"
0.6248593300718331,281.9995428420176,"[1, 1]"
0.5471586376589034,274.0095100655351,"[1, 1]"
0.6620536627872086,319.5105922588082,"[1, 1]"
0.3515820432164628,156.79874571751736,"[1, 1]"
0.32685361112374806,247.70234789610134,"[1, 1]"
0.6822094727477914,292.7133726731126,"[1, 1]"
0.4845712318451949,287.7630518934599,"[1, 1]"
0.23052744516170906,291.7202575000074,"[1, 1]"
0.45963293087830925,306.54159126608505,"[1, 1]"
0.6224717333133436,322.713614687015,"[1, 1]"
0.19807365448437822,339.23382946315564,"[1, 1]"
0.6461825636307483,301.9099527989943,"[1, 1]"
0.07604803765187695,186.23342294197158,"[1, 1]"
0.5767444131321909,233.3964762835234,"[1, 1]"
0.6056872848983486,314.5327142665114,"[1, 1]"
0.20106877111404653,190.99765105029513,"[1, 1]"
0.6877145356493582,287.05410453711994,"[1, 1]"
0.5226172366273787,289.7655822243133,"[1, 1]"
0.5817724051409126,352.6229984852583,"[1, 1]"
0.17169247800653956,238.7480114134021,"[1, 1]"
0.6929779214112957,343.03783180055984,"[1, 1]"
0.6549792023408083,310.7715228684151,"[1, 1]"
0.27585909850809215,258.7012752510626,"[1, 1]"
0.2575857552842936,253.29148695757812,"[1, 1]"
0.12818169354448522,183.50968313035438,"[1, 1]"
0.6743233914024667,241.58333385023755,"[1, 1]"
0.46928720098344234,303.2207605792078,"[1, 1]"
0.530550564128293,327.75139108146004,"[1, 1]"
0.6857810693413291,323.5062067480243,"[1, 1]"
0.4662839404897897,225.4668695921923,"[1, 1]"
0.36981463765692446,214.68168140026677,"[1, 1]"
0.6186241460764069,293.4437165053564,"[1, 1]"
0.6861438318570912,375.59827863642954,"[1, 1]"
0.4137752516872265,208.52166285002838,"[1, 1]"
