Entropy,ReactionTime,DirichletParams
0.6751928262671792,405.3665045644105,"[5, 5]"
0.6303856589578405,227.3435244572986,"[5, 5]"
0.6924499843711182,356.8654108893844,"[5, 5]"
0.68430912692279,324.95640400312607,"[5, 5]"
0.6897183215350517,347.1701863581176,"[5, 5]"
0.6829332817282698,450.19801896001616,"[5, 5]"
0.6844844930331371,275.2105612903199,"[5, 5]"
0.6860928528748373,386.2248482415661,"[5, 5]"
0.6833437950652347,315.2402367083798,"[5, 5]"
0.6923322033670152,277.1780633240781,"[5, 5]"
0.5877276935461405,281.8503539587353,"[5, 5]"
0.689004998009783,262.06153841357946,"[5, 5]"
0.6686456711684585,297.15512693819517,"[5, 5]"
0.68873001523415,212.40277522566348,"[5, 5]"
0.6929904234300013,237.27649937521514,"[5, 5]"
0.6821575813867977,236.23215157728043,"[5, 5]"
0.427801988475551,297.57976042188915,"[5, 5]"
0.6771883327613385,298.0009967806011,"[5, 5]"
0.675396829649479,279.0639269891462,"[5, 5]"
0.6614285420450716,173.00101820641203,"[5, 5]"
0.6542827973466611,336.52498484482453,"[5, 5]"
0.6032194186075003,201.48774457409854,"[5, 5]"
0.663150265209228,335.98386841051894,"[5, 5]"
0.6925918449398213,247.6305508550609,"[5, 5]"
0.6915122956622355,349.75995163241225,"[5, 5]"
0.6709410442544634,235.27740931211085,"[5, 5]"
0.6928860614143437,216.79611812341395,"[5, 5]"
0.6744326005348491,313.17270262754494,"[5, 5]"
0.5932209422716105,333.7178944081235,"[5, 5]"
0.6579555810802503,235.83169903299003,"[5, 5]"
0.6638238462777596,311.4935185743188,"[5, 5]"
0.6665378139919826,251.61938536371545,"[5, 5]"
0.6930958319065101,219.8409299809423,"[5, 5]"
0.5817683363388042,325.73665567683423,"[5, 5]"
0.684402464904509,210.73926199826133,"[5, 5]"
0.5519715674304637,376.35152637034,"[5, 5]"
0.5466060812924909,340.09444941031234,"[5, 5]"
0.6924218550238583,280.6195807948895,"[5, 5]"
0.5353558244051294,265.37858736019825,"[5, 5]"
0.6228400609335083,334.94916051528764,"[5, 5]"
0.6895494230066765,246.9891917007166,"[5, 5]"
0.6655159681205427,342.5758836381093,"[5, 5]"
0.6851352385181964,352.5330055115322,"[5, 5]"
0.6378441154778113,212.5060007770042,"[5, 5]"
0.6804097704859771,257.94751127427304,"[5, 5]"
0.5365843577196109,212.09190923440195,"[5, 5]"
0.6928245404487189,320.6681323582037,"[5, 5]"
0.6813897743130923,309.01668018261523,"[5, 5]"
0.6907480856005864,220.30883858866594,"[5, 5]"
0.602842438296749,227.28029115562845,"[5, 5]"
0.6814856317425213,375.4821019299846,"[5, 5]"
0.6931471087982589,302.7942440473132,"[5, 5]"
0.6561936228251446,290.4155285049581,"[5, 5]"
0.6043501817122819,283.07388384762874,"[5, 5]"
0.5635926510787774,296.30891018784564,"[5, 5]"
0.6898130435576104,253.5334171585376,"[5, 5]"
0.6919872054421139,313.3582529432739,"[5, 5]"
0.5170569697217741,226.6915692950917,"[5, 5]"
0.6903307254692784,282.5742546963738,"[5, 5]"
0.6191098162222997,259.6653403266463,"[5, 5]"
0.5723090924330921,254.03792479732098,"[5, 5]"
0.6722167125852668,296.3416953771057,"[5, 5]"
0.6931407958246503,249.3680726274253,"[5, 5]"
0.6757553953748937,266.5867394988938,"[5, 5]"
