Entropy,ReactionTime,DirichletParams
0.5715939395481765,304.1849510776388,"[2, 2]"
0.3882737575303223,308.2892931439975,"[2, 2]"
0.6505217958994041,295.464869463171,"[2, 2]"
0.6875431409413204,224.02206859744098,"[2, 2]"
0.649994948741373,294.2837198052436,"[2, 2]"
0.4552823275494217,389.6610183513975,"[2, 2]"
0.664511732026883,258.0732364173926,"[2, 2]"
0.6311814822424182,234.37252502245673,"[2, 2]"
0.6775547282305852,368.966859304645,"[2, 2]"
0.6704365780589077,294.3016048532071,"[2, 2]"
0.692170113774164,360.50994197105,"[2, 2]"
0.474078268333619,343.9803223732712,"[2, 2]"
0.6872558956264476,243.79576788202365,"[2, 2]"
0.6688609073000258,391.54661275311867,"[2, 2]"
0.37120580884424687,306.92519296493356,"[2, 2]"
0.6913486157414666,250.88511875625866,"[2, 2]"
0.6930518126194796,231.11489048052002,"[2, 2]"
0.6929904434279033,317.8234651358788,"[2, 2]"
0.6931129907254494,292.54890897593543,"[2, 2]"
0.6043675088191255,331.3012813673661,"[2, 2]"
0.551016646753282,218.58174802409098,"[2, 2]"
0.6551744652160176,238.2123248445069,"[2, 2]"
0.6358681771560661,283.2658216644905,"[2, 2]"
0.3705493519418606,291.9189300770465,"[2, 2]"
0.6756008899097126,301.92695197255364,"[2, 2]"
0.6395703173230646,239.0422638657705,"[2, 2]"
0.6410912441818235,328.6427532095822,"[2, 2]"
0.6129004071848823,367.5027184766092,"[2, 2]"
0.6383638340928577,278.6893493809257,"[2, 2]"
0.4806811671850687,223.37553987302365,"[2, 2]"
0.6466066858562143,267.64245357740896,"[2, 2]"
0.6906636052124036,326.4473498904663,"[2, 2]"
0.637532536874476,330.7239931341361,"[2, 2]"
0.5540350500277571,225.63087567523945,"[2, 2]"
0.3103212730317649,244.26265322247335,"[2, 2]"
0.4446937871883146,297.951752981455,"[2, 2]"
0.6231817727239963,285.8230792581167,"[2, 2]"
0.6521639366764388,304.9940778194887,"[2, 2]"
0.5764347065229812,406.3876702578507,"[2, 2]"
0.5139475997301841,217.36921213076792,"[2, 2]"
0.6912453402683131,338.60805775946557,"[2, 2]"
0.6065200499761091,293.37714351874695,"[2, 2]"
0.6810255350102573,276.7405729473726,"[2, 2]"
0.6464611376113143,221.53598215058514,"[2, 2]"
0.38308886771784767,280.02947139484775,"[2, 2]"
0.6451130803140444,366.17130651992557,"[2, 2]"
0.6928886324945127,309.475113808788,"[2, 2]"
0.6892367041658011,310.95800913872745,"[2, 2]"
0.2640203351207042,303.145331321883,"[2, 2]"
0.6838916408849937,348.8082870614177,"[2, 2]"
0.5488032034101517,298.05860858428093,"[2, 2]"
0.6224108074006465,252.18991636226025,"[2, 2]"
0.5555447072577486,282.1508071177394,"[2, 2]"
0.43952670858076975,247.32227922004802,"[2, 2]"
0.6563609897770415,292.76031807976915,"[2, 2]"
0.5481333618827536,314.99837420350485,"[2, 2]"
0.6764123936965993,216.53933063447732,"[2, 2]"
0.6665918863149156,292.69116931556096,"[2, 2]"
0.6891790933479865,334.97188096008864,"[2, 2]"
0.6385014297154332,361.54722536856303,"[2, 2]"
0.3151513399132163,304.66284057497006,"[2, 2]"
0.6085882032466414,395.08593604187,"[2, 2]"
0.6765626884564873,245.38599727100234,"[2, 2]"
0.6885383382857551,299.22765764863453,"[2, 2]"
0.6920161227232464,253.62914711852244,"[2, 2]"
0.3645325698965743,298.64721283584083,"[2, 2]"
0.6133206103765064,329.35103294768214,"[2, 2]"
0.5297906832630015,322.0785781442262,"[2, 2]"
0.629897041471287,300.99102812559516,"[2, 2]"
0.44865862923300603,254.81631110191137,"[2, 2]"
0.6632360735318349,352.3219325685592,"[2, 2]"
0.5992402377757645,337.1139497910241,"[2, 2]"
0.5131730758443358,196.73574583174724,"[2, 2]"
0.6454030093488724,306.92951275679627,"[2, 2]"
0.6841380244247115,337.896372966719,"[2, 2]"
0.5765263251939776,208.07591080648422,"[2, 2]"
0.6370373183098719,360.2432555397788,"[2, 2]"
0.4449020271482792,293.9756461357139,"[2, 2]"
0.6678863975675049,392.938888286893,"[2, 2]"
0.6928776165164159,315.8536346968794,"[2, 2]"
0.6622039975834391,357.17079708318954,"[2, 2]"
0.6928382233693158,213.40489433751014,"[2, 2]"
0.6855716803020062,309.59987747291683,"[2, 2]"
0.4913266378966101,221.20151678796014,"[2, 2]"
0.6722047239462411,280.8956194677767,"[2, 2]"
0.6814512197304772,340.5914788502808,"[2, 2]"
0.6675489856574945,327.5086743704052,"[2, 2]"
0.6890415514797261,332.87222500731804,"[2, 2]"
0.664014507604491,307.45710867286516,"[2, 2]"
0.6723100190865818,213.444776006187,"[2, 2]"
0.5312203694072304,250.26605254570023,"[2, 2]"
0.6884131717933307,363.485336181682,"[2, 2]"
0.558563107136218,246.57229772265413,"[2, 2]"
0.5523016332783444,320.85532662302825,"[2, 2]"
0.4575967143581936,230.88328723130311,"[2, 2]"
0.688142532770806,276.39351572506115,"[2, 2]"
0.6143591673667136,267.74018887017263,"[2, 2]"
