Entropy,ReactionTime
0.666160412089468,288.2163930772534
0.6739430032162194,351.61721472275923
0.62235012541903,305.4506323911562
0.24847969234696052,161.07815397125103
0.6555256198968662,301.70525321892615
0.4819423188188574,246.5195647182059
0.6840740068764546,301.9362397945715
0.6235722396901475,313.00328161632825
0.31027098860196584,283.4639772900654
0.5751758159374035,207.11166171376613
0.5612483943065767,300.39145761572627
0.6300406108695351,338.8935146100981
0.6648099419479725,275.7627793999314
0.5928384458975509,244.01536991184867
0.6278914817385659,312.2535025362056
0.6057486074285442,244.84275086091282
0.6814494468841671,291.23382264074945
0.5922294062743377,326.019975129712
0.6830132114820759,348.2220876074151
0.6407447622618726,304.8893790370225
0.6793287842774267,316.7053314948428
0.11663504123267152,234.77115337933907
0.6717346040538015,395.0694856685967
0.6904653040753859,219.89456451179672
0.49057821743205837,263.9686843757526
0.6930534828465702,303.58901492975684
0.6857957615457452,373.0090797786667
0.6535802976474152,301.88179207634084
0.6723789122129573,223.32366527863698
0.6791957645097376,256.14481811339675
0.6718375396264514,341.4514918124512
0.35440204165080647,380.1184420610876
0.6774846875391544,327.71978141171803
0.6870107109025859,363.9051464843934
0.613834797820202,385.3639452302681
0.689346023033076,255.67704035689036
0.4751602268947397,312.3770420339355
0.2676082312722754,201.5521972161784
0.6810048335863137,302.8008196318424
0.3033034590979842,243.76903605995722
0.5143380300953244,265.97756524800616
0.649361229659398,334.42122534629664
0.6277648521306625,304.86941502610955
0.4489910070489665,355.49552467250635
0.5633030468165988,338.64801918125363
0.69209195270971,273.6185742822301
0.6830245715187269,335.02324829309896
0.6724810807333979,298.89035500802873
0.5947369385230927,208.57474721898132
0.661038338496836,326.63456802765876
0.5350085474529683,247.6712647376544
0.6802655517775141,354.4408199663747
0.6901312667111992,297.7828679333349
0.4220560526903033,279.19675952540143
0.670211366746708,346.424802364745
0.6214119096001857,256.67471627854513
0.468555807579071,309.0150738083275
0.6171693880365916,192.8273296276063
0.6076430363728964,297.683484320239
0.5025236497162091,265.2556711658538
0.6929485889942011,337.04882207518256
0.6119432839016733,286.3665981570753
0.6297639563560324,264.9963556061943
0.6926296802315175,376.5219644078462
0.6913603873692792,341.06873836155495
0.30582232350406857,184.84484331151756
0.655787251213092,339.6389051313653
0.6550964831257345,344.8111766675641
