Entropy,ReactionTime,DirichletParams
0.6833206882844908,251.6512317261645,"[10, 10]"
0.6650770648492221,352.38912205989527,"[10, 10]"
0.6809064284135765,264.77742552250555,"[10, 10]"
0.6893785531432293,351.3308072807367,"[10, 10]"
0.6877842374744536,294.0634390538598,"[10, 10]"
0.6383353191251699,371.17956383935206,"[10, 10]"
0.6491008231537166,299.1893717168946,"[10, 10]"
0.6770362312236702,314.6889045849141,"[10, 10]"
0.6441482436387329,287.7140215064133,"[10, 10]"
0.6796270438403853,188.46628308917428,"[10, 10]"
0.67554507408427,370.17667426329956,"[10, 10]"
0.6896197204626506,217.2969247062464,"[10, 10]"
0.6899747081698385,270.76963527451204,"[10, 10]"
0.66043081110048,270.34586396582523,"[10, 10]"
0.6919307814295177,315.4343589115645,"[10, 10]"
0.6892130132976168,305.2178409409938,"[10, 10]"
0.6152322441491191,301.56249853646415,"[10, 10]"
0.6916508335387934,239.74035117686518,"[10, 10]"
0.6671502673116791,267.680612326006,"[10, 10]"
0.6851060853317648,279.63999843419913,"[10, 10]"
0.689072452783533,327.8877842119795,"[10, 10]"
0.6772214625117559,227.6615598872982,"[10, 10]"
0.6695876283814335,314.9705298151772,"[10, 10]"
0.6787478516590281,339.90777238652015,"[10, 10]"
0.6916884589329503,327.14357027074686,"[10, 10]"
0.6781720417241708,356.0612306873376,"[10, 10]"
0.6903216502109375,312.93415791184134,"[10, 10]"
0.6604868085336528,281.1608435332505,"[10, 10]"
0.6800032098755593,247.7604059168517,"[10, 10]"
0.6772531120624712,366.1371677388988,"[10, 10]"
0.6876904448954377,257.1023701038753,"[10, 10]"
0.670383797043737,300.24761015308985,"[10, 10]"
0.6561036350741656,311.45873289465294,"[10, 10]"
0.6407656954477794,275.0546423630375,"[10, 10]"
0.6927256841446155,296.73028515058246,"[10, 10]"
0.6900938251248319,252.3827636815165,"[10, 10]"
0.6511590232341968,252.83947670930596,"[10, 10]"
0.6057688261735874,409.86812961514534,"[10, 10]"
0.6929455587028432,282.9466103962875,"[10, 10]"
0.6931445834867502,213.40194037849233,"[10, 10]"
0.6897121654542072,268.3493978433585,"[10, 10]"
0.6925711370620159,284.1531160409718,"[10, 10]"
0.6471850402874154,239.85365524095766,"[10, 10]"
0.6905652695196323,280.19135900343525,"[10, 10]"
0.6467082134905981,241.26545754633887,"[10, 10]"
0.6820115639132356,292.9957514378571,"[10, 10]"
0.6849010121020642,269.3821411853195,"[10, 10]"
0.6635803121284878,273.12716460144145,"[10, 10]"
0.6929168897202697,367.15052765035125,"[10, 10]"
0.6809049816257717,272.04987463193123,"[10, 10]"
0.6510670601562218,328.08905564079436,"[10, 10]"
0.6577586725915912,347.90023600654877,"[10, 10]"
0.5794890102920204,390.15966877836496,"[10, 10]"
0.6928040863001887,265.92081821011755,"[10, 10]"
0.6928435078042982,330.0849413466596,"[10, 10]"
0.6892502428893204,347.2657877500458,"[10, 10]"
0.6918327470660028,263.58372076441077,"[10, 10]"
0.6801851337653924,296.93769813592695,"[10, 10]"
0.6899090304295579,249.4624520349255,"[10, 10]"
0.684059145844373,391.45499165447,"[10, 10]"
0.6756599296303502,306.36541062545854,"[10, 10]"
0.6573330678780736,309.1118985816786,"[10, 10]"
0.6463192068061607,237.60222983658326,"[10, 10]"
0.6351846545752163,344.9161822287997,"[10, 10]"
0.5959576942793314,197.9755495479898,"[10, 10]"
0.6540336577854389,282.1264304991683,"[10, 10]"
0.6875682475967955,252.73055537796174,"[10, 10]"
0.6726608648361427,248.13611039004184,"[10, 10]"
0.5722491557401793,386.25336723301916,"[10, 10]"
0.6577623090602163,390.5017482381749,"[10, 10]"
0.6652048146045605,275.18063633724813,"[10, 10]"
0.6747145450635306,329.68640716244835,"[10, 10]"
0.6474036368167959,203.29457301955821,"[10, 10]"
0.685273606453627,282.22728220124355,"[10, 10]"
0.6913188010636739,269.01144535303047,"[10, 10]"
0.6562470316773896,260.5262745900578,"[10, 10]"
0.6756153274480308,236.78352854583602,"[10, 10]"
0.6886264514439279,267.5414673901291,"[10, 10]"
0.6554403757742542,313.81780288849023,"[10, 10]"
0.5938692698267674,346.38123651549665,"[10, 10]"
0.6865781170139383,220.4646637652679,"[10, 10]"
0.6719478795910354,322.73070202706464,"[10, 10]"
0.5489869334009164,299.04624066306076,"[10, 10]"
0.6930677256378361,325.2006096612376,"[10, 10]"
0.6053414975199874,276.3117934074005,"[10, 10]"
0.6929176543782396,271.55251349099836,"[10, 10]"
0.6531353465326446,284.24573782977234,"[10, 10]"
0.6745936481998405,226.34347121506622,"[10, 10]"
0.675273576315931,360.7885226719793,"[10, 10]"
0.6252889353548179,288.0630290555167,"[10, 10]"
0.6869181525663657,341.28986331147087,"[10, 10]"
0.6672862401199837,304.68468332006205,"[10, 10]"
0.6861152662540562,319.36949318655223,"[10, 10]"
0.6471704752184011,323.67120815115214,"[10, 10]"
0.64202641963812,314.21936702235325,"[10, 10]"
0.687395173104838,363.2019303787372,"[10, 10]"
0.6865506307381685,288.267239416671,"[10, 10]"
0.68653916682487,235.53528907649132,"[10, 10]"
0.6587032543534596,310.2028914061509,"[10, 10]"
0.6916934570940468,302.6381284770206,"[10, 10]"
0.6792938893414997,329.16319447165193,"[10, 10]"
0.6636761870397172,316.27382973719034,"[10, 10]"
0.6905485116418406,294.7764970611817,"[10, 10]"
0.692643988351439,293.79961750195775,"[10, 10]"
0.5688386292644023,368.46120799526193,"[10, 10]"
0.6832609655363944,219.05318543005723,"[10, 10]"
0.6929926718490008,330.8231307727894,"[10, 10]"
0.6930994315618517,288.2234205467472,"[10, 10]"
0.6923595730034494,366.33426072338875,"[10, 10]"
0.6687402262625666,277.6434045435793,"[10, 10]"
0.6181505474087327,292.84020347458795,"[10, 10]"
0.6897590981109096,329.1706323800253,"[10, 10]"
0.6809058328895623,285.0185698193169,"[10, 10]"
0.6753179628507404,358.0032346679334,"[10, 10]"
0.6694890896877852,294.6659167905611,"[10, 10]"
0.643828132869317,271.9275158549667,"[10, 10]"
0.6641153676451541,275.1703164521781,"[10, 10]"
0.6594987897459459,292.41384669109596,"[10, 10]"
0.6870006072281427,361.7045481858384,"[10, 10]"
0.6922951245408502,329.57874048009467,"[10, 10]"
0.6902116185153286,387.764542947734,"[10, 10]"
0.6904474696877014,309.35263701051116,"[10, 10]"
0.6742261055992224,299.39042895148077,"[10, 10]"
0.6828624376840442,391.57059903981923,"[10, 10]"
0.6876045987433497,288.0430977837701,"[10, 10]"
0.6890699094922836,328.5467510272297,"[10, 10]"
0.6833177413168672,293.492281171992,"[10, 10]"
0.6812112023251122,280.6320616941772,"[10, 10]"
0.6619081472711181,313.31355220153864,"[10, 10]"
0.6894816525738645,448.8415275598802,"[10, 10]"
0.6897332281467733,357.47671608389425,"[10, 10]"
0.6918870864165731,319.24508754929684,"[10, 10]"
0.6920637733758143,273.61981872325583,"[10, 10]"
0.6923324398781456,342.09201618094636,"[10, 10]"
0.6887837970578277,369.0941420400529,"[10, 10]"
0.66932588564235,193.6405408150301,"[10, 10]"
0.6827900419480455,292.3606187842748,"[10, 10]"
0.5764497019484267,217.67957586777743,"[10, 10]"
0.5782981207829978,277.41985830777156,"[10, 10]"
0.6882375156360421,354.99390008813583,"[10, 10]"
0.6586790960220614,283.96056404626535,"[10, 10]"
0.6576323175380263,187.39430668248775,"[10, 10]"
0.689795338060814,238.72522744679293,"[10, 10]"
0.6930365735034414,290.56713084724845,"[10, 10]"
0.6901984299396187,321.5105821426724,"[10, 10]"
0.6097465338487326,323.00790451309746,"[10, 10]"
0.6897851384492923,263.24883502059777,"[10, 10]"
0.6688855332696183,287.3476843922843,"[10, 10]"
0.6763025948606902,365.2717984016681,"[10, 10]"
0.6844542428117777,300.14816880210077,"[10, 10]"
0.6809794553719886,274.5511508953445,"[10, 10]"
0.6929337392820554,368.7444031355877,"[10, 10]"
0.6921689978893628,346.37984395308115,"[10, 10]"
0.6652265175877756,247.33611366025778,"[10, 10]"
0.6928055621126092,317.5174318897645,"[10, 10]"
0.6438416449545189,267.1630704469337,"[10, 10]"
0.6893967917401236,222.8268874042232,"[10, 10]"
0.6563687905681643,372.2444021050217,"[10, 10]"
0.6877972548579163,222.9130607157441,"[10, 10]"
0.6899769463787446,395.9569589386342,"[10, 10]"
0.6877475080150969,249.23011951977256,"[10, 10]"
0.5835627156341311,299.43313196715496,"[10, 10]"
0.6931154943830413,364.6958657984895,"[10, 10]"
0.6603941908257112,354.72466751818394,"[10, 10]"
0.6817780086054955,352.0768132861845,"[10, 10]"
0.6876219322054791,381.2542848928142,"[10, 10]"
0.692831180503952,312.06530617882817,"[10, 10]"
0.6887358741600835,252.5230952903107,"[10, 10]"
0.6882118979537648,337.7492871943043,"[10, 10]"
0.6552316381225974,325.6169971725226,"[10, 10]"
0.6922991636782599,284.2152069063635,"[10, 10]"
0.655037187934198,392.2752949236389,"[10, 10]"
0.6862607544993122,395.79178668486674,"[10, 10]"
0.6786829825010141,234.8233237141004,"[10, 10]"
0.6520533894457177,253.47821726308828,"[10, 10]"
0.6929596775162339,240.07162801344182,"[10, 10]"
0.6768062856390461,280.7515734614115,"[10, 10]"
0.6234714749650547,329.2446621990405,"[10, 10]"
0.6921283635197211,305.0120278954768,"[10, 10]"
0.6916803530615959,330.30670090844217,"[10, 10]"
0.6583620889426711,318.36200752142986,"[10, 10]"
0.6925739950864791,268.13644096533324,"[10, 10]"
0.6597983708053717,284.0561272110832,"[10, 10]"
0.6916343990743503,384.39432483674346,"[10, 10]"
0.6916931736549597,355.83859609766387,"[10, 10]"
0.6908308947331907,360.3886674500818,"[10, 10]"
0.6862364190237216,342.3180272032254,"[10, 10]"
0.6698943279086088,332.23262583403255,"[10, 10]"
0.6161324747176617,306.9621583391143,"[10, 10]"
0.6917072828120965,269.39033121200384,"[10, 10]"
0.6772481258016261,317.82242651653445,"[10, 10]"
0.6917471731700697,309.85493966993823,"[10, 10]"
0.6640729633857447,433.1386159124823,"[10, 10]"
0.6551459915752381,224.12178120397158,"[10, 10]"
0.6769708997255397,266.45281198212444,"[10, 10]"
0.6870956751784526,246.630705799498,"[10, 10]"
0.6873305970299173,331.2444637137405,"[10, 10]"
0.689148016085334,355.82032002390673,"[10, 10]"
0.6847290128439022,348.4538145168073,"[10, 10]"
0.6463148518655544,256.23969891077036,"[10, 10]"
0.691251134827026,355.7385907501319,"[10, 10]"
0.6409405327304895,330.67615708072884,"[10, 10]"
0.6781211263248275,315.9097980384672,"[10, 10]"
0.6780641458401274,300.8664558640654,"[10, 10]"
0.6678318043698275,238.9338916440159,"[10, 10]"
0.6903902000033391,226.2769707011949,"[10, 10]"
0.6349259841062111,357.7729695120994,"[10, 10]"
0.6069742038494421,297.34019526804826,"[10, 10]"
0.6914093891650697,270.13410219272333,"[10, 10]"
0.6825612883348446,297.11145014956304,"[10, 10]"
0.6810432067670352,248.57674915921336,"[10, 10]"
0.6915327139599828,234.15267115195036,"[10, 10]"
0.6862584460266228,267.8952781285942,"[10, 10]"
0.6819374968292058,285.5490819822233,"[10, 10]"
0.635344654001397,326.4908198525594,"[10, 10]"
0.6917424748042682,336.788113481452,"[10, 10]"
0.6841829534448816,285.540338013827,"[10, 10]"
0.6458334666788899,359.2529342642149,"[10, 10]"
